ownership_type,energy_footprint,core_reactor_size,harvesting_space,vertical_alignment,power_chambers,energy_flow_design,upper_collector_height,shared_conversion_units,isolated_conversion_units,internal_collectors,external_collectors,ambient_harvesters,shielded_harvesters,efficiency_grade,grid_connections,error
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.8589742093970844
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.070538411701294
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.950442680118661
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.997682148975317
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.0433627121770912
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1.076486035776556
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0322996478936808
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.0205940242118532
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.9986073353695066
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1.1308205985264987
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.0793241866203265
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1.1894060228880652
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.1980943006233544
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1.205918822598004
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.8792777236090181
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.9637406370495069
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1.120114083236664
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1.09910468146633
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.015751095565678
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0734026307733209
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.2013943973169785
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1.1427492699446318
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.1807898281256743
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1.1428765758551795
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1.170385930806181
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1.2465631160090715
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.1113365827494102
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1.1860165430055136
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1.1317660760852868
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0765872309551257
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7552931384770772
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7732653328552973
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7081945111838036
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.7058520452288876
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7408502089798691
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.7764105658733994
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.7600576277842336
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.7444381433739841
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7432726135157136
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.810249775351251
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.7685473491092348
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.7707542679065075
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.7154176370157143
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.8029442554493303
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.7274439727919126
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0.7780942350646202
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7146339138184626
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7089482672095914
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.7092198463891043
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.705087323544216
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.7483069295408685
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7951094358449295
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.7550364367834477
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0.9131075766376572
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.7515070265685073
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.9510140595107912
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.7365599747727285
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.8577764188369981
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0.7540350858251776
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0.9642481004268968
0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.8574271376056036
0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1.0843361956585678
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7565123119054339
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.791413346320831
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7776629490799866
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.7458112144986
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.7586360014196417
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.7760927746214695
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.8059782983670881
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0.905480087408276
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.7463024676390495
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.8888781918347561
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.8351038733400812
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.94421322691549
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.7528703361585926
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.8514809252720301
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.7518040613417948
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.8150306362686969
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.7198456418018934
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.8191049222916383
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.8049212283708702
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.7412923948596113
0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.7585814091286529
0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0.9579024172617768
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.792888900416077
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.9363699549329751
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.7598094334798733
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.980162389474569
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.9325990021842756
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.9615081640922916
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0.7939891497418748
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.9484273606560666
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.7877814778101074
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.9698388758538572
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6132261205453625
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.6656201708584226
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.5776889876001018
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.5741473518869381
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.6102488880867085
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.6772270264863582
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.6592727643160999
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.6320414307185085
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.6685841906508415
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.6657530408055026
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.643976760091735
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.6041649289425144
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.6591231898915213
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0.7272790832126463
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0.6981623771046399
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0.6785863650496006
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.6541837550437866
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.67260348808052
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.6122180249807991
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0.606272163043227
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.6436924291404501
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.6165996937671686
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.5872274027754789
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0.6893470534360728
0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.6980628853496778
0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.6995827629557747
0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0.6586378741705642
0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0.6597553219665656
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0.6263528797310223
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0.8340537569394296
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0.6769807582647038
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.6150209051019494
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.6127235509536983
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.6100915608952585
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.5949000000305448
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0.6184558945783497
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.6360851408731776
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.7179188766921669
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0.5943369700395101
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0.6991814319339864
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0.684958466916555
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.6309348331753081
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0.6212357720826478
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0.6679670672041953
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.7675416125437924
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.734639268343462
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0.645711622955885
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0.6472180046696251
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7282816056853602
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0.6609467226878613
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.692265455264957
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0.6496356396365668
0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.6359022982928009
0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0.7903048596055706
0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.6674102011937597
0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.7229352119782494
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.7718238401733672
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0.75604096701182
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0.6896620769428176
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0.7017943961372177
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.7033667757926167
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.8057961132908957
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.6510758218929995
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.696521731072444
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7260583360899435
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7252235579427411
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.732465813345256
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8308750718802844
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7153993153379241
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.7728921805881452
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.1081889064678956
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0777784349033137
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7916675700025979
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.7704446065200651
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.8308549852479226
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1.0457025781982154
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.9143877412574511
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.9431339608032518
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0959953471135728
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1.1856569071550602
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6903168472856068
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.7673561159253582
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.9694819850310668
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.1295835416031244
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.7776372977895931
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.9659672280581264
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1.1105265569386396
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1.0876397829096722
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.8880316981146161
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.9133870477039646
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1.1355977790824698
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1.249233494149897
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.9516724410740168
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1.093758132791686
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1.1881482659272022
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1.0961827484404731
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7305771352279827
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.7459043349299849
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.8094337600852758
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.9832357687674336
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.8036217252267828
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.9089347822344068
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.164978261443565
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1.0267440211984584
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.7983664480271021
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.9172572292686928
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0908862803694388
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1.162452592051622
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0.9039236862170178
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.9516274225513622
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1.2473742150644958
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1.1237232757788709
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.843759213885711
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.7575968060499219
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.1239550323147156
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.115064073997025
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.9292751196600408
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1.1262582129298846
0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1.2586974152113253
0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1.3192911676806944
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1.015534151286233
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.9818821370150236
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1.34529462189554
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1.348320083712654
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1.0989245532629528
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1.0800638340647857
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1.1685420517596932
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1.1699674317150703
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6894398593282625
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.76658267288937
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.8207345805140294
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.7444156400711273
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.8282073874765506
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.8957956322872024
0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0.9958334053836662
0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1.081231194327707
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.9106317948332088
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1.080229236430341
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.8711776272233971
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.9375333268247972
0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.878250802586868
